Disaster Type,Latitude,Longitude,Total Deaths,Total Affected,duration,time,Rainfall,Elevation,Slope,distance,occured
0,38.687717,16.5500442,10.0,100.0,0.0,1935,1383.125626056873,8.0,4.011889934539795,0.0,1
0,-23.937744,31.027876,57.0,9000.0,0.0,1935,1383.125626056873,413.0,2.9591095447540283,0.0,1
0,29.692329,-91.442465,125.0,2000.0,0.0,1935,1383.125626056873,6.0,0.9274099469184875,0.0,1
0,41.3950237,2.1709596,90.0,6000.0,0.0,1936,1383.125626056873,43.0,6.158060073852539,0.0,1
0,36.2736646,-86.8955558,0.0,0.0,0.0,1938,1383.125626056873,205.0,14.828407287597656,0.0,1
0,35.6897,139.692,990.0,9900.0,0.0,1939,1383.125626056873,49.0,24.356508255004883,0.0,1
0,14.554964,121.157172,2000.0,20000.0,0.0,1942,1383.125626056873,83.0,11.491002082824709,0.0,1
0,39.93,32.85,200.0,2000.0,0.0,1944,1383.125626056873,851.0,0.0,0.0,1
0,38.9047,-77.0163,55.0,550.0,0.0,1944,908.9457597583532,19.0,8.371980667114258,0.0,1
0,39.905,116.391,330.0,3300.0,0.0,1944,580.345856025815,55.0,8.374380111694336,0.0,1
0,39.93,32.85,132.0,1320.0,0.0,1944,1383.125626056873,851.0,0.0,0.0,1
0,-15.7744,-48.0773,200.0,2000.0,0.0,1944,1383.125626056873,1240.0,2.138115882873535,0.0,1
0,-33.0153,27.9116,40000.0,400000.0,0.0,1945,865.2348928153515,48.0,3.3145906925201416,0.0,1
0,39.905,116.391,57000.0,570000.0,0.0,1945,580.345856025815,55.0,8.374380111694336,0.0,1
0,33.6989,73.0369,2900.0,29000.0,0.0,1946,1301.5081146731973,546.0,3.818778514862061,0.0,1
0,19.0981694,72.847672,45.0,25000.0,0.0,1946,1383.125626056873,13.0,1.9622626304626465,0.0,1
0,23.76822,112.80027,500.0,10000000.0,0.0,1946,2674.84784219414,297.0,28.87761116027832,0.0,1
0,49.8844,-97.1464,1.0,107000.0,0.0,1946,1383.125626056873,246.0,4.689440727233887,0.0,1
0,-0.2186,-78.5097,50.0,500.0,0.0,1946,1383.125626056873,2809.0,1.311445951461792,0.0,1
0,35.7,51.4167,52.0,520.0,0.0,1947,413.1067330017686,1189.0,0.0,0.0,1
0,35.6897,139.692,50.0,500.0,0.0,1947,1383.125626056873,49.0,24.356508255004883,0.0,1
0,38.9047,-77.0163,33.0,330.0,0.0,1947,908.9457597583532,19.0,8.371980667114258,0.0,1
0,35.663972,139.8713358,306.0,318534.0,0.0,1948,1383.125626056873,10.0,3.8889124393463135,0.0,1
0,39.0737378,-95.70382570464194,41.0,410.0,0.0,1948,1383.125626056873,269.0,0.0,30.0,1
0,-9.2079909,-76.1651529,4800.0,48000.0,0.0,1948,1383.125626056873,718.0,0.0,0.0,1
0,45.4386,10.9928,100.0,170000.0,0.0,1948,1383.125626056873,60.0,3.2261176109313965,0.0,1
0,34.0253,-6.8361,131.0,1310.0,0.0,1948,1383.125626056873,23.0,1.4531670808792114,0.0,1
0,35.7,51.4167,225.0,2250.0,0.0,1948,413.1067330017686,1189.0,0.0,0.0,1
0,19.4333,-99.1333,100.0,1000.0,0.0,1949,1383.125626056873,2233.0,5.632969856262207,0.0,1
0,36.7764,3.0586,25.0,250.0,0.0,1949,818.3837542310357,37.0,2.4931421279907227,0.0,1
0,42.8139,-86.0129,2000.0,300000.0,60.0,1950,1383.125626056873,199.0,2.243750095367432,0.0,1
0,51.246664,4.402453,11.0,350.0,60.0,1950,1383.125626056873,11.0,4.737378120422363,0.0,1
0,-6.2146,106.845,114.0,1140.0,0.0,1950,2403.623966500163,13.0,2.629258155822754,0.0,1
0,35.7,51.4167,265.0,2650.0,0.0,1950,413.1067330017686,1189.0,0.0,0.0,1
0,35.6897,139.692,377.0,3770.0,0.0,1950,1383.125626056873,49.0,24.356508255004883,0.0,1
0,36.9616674,42.45654123879075,0.0,0.0,0.0,1951,1383.125626056873,320.0,0.0,60.0,1
0,29.8556443,90.8749807,2000.0,20000.0,0.0,1951,837.9621971398592,4759.0,26.48899269104004,0.0,1
0,36.2804074,50.006663,2000.0,20000.0,0.0,1951,450.3696514293552,1309.0,1.854334115982056,0.0,1
0,60.163593,24.937803,30000.0,300000.0,0.0,1951,1383.125626056873,521.442173599423,6.62343715367394,0.0,1
0,30.0561,31.2394,0.0,0.0,0.0,1951,49.50224049389362,34.0,20.375661849975582,0.0,1
0,33.6989,73.0369,300.0,3000.0,0.0,1951,1301.5081146731973,546.0,3.818778514862061,0.0,1
0,33.6989,73.0369,46.0,460.0,0.0,1951,1301.5081146731973,546.0,3.818778514862061,0.0,1
0,34.0253,-6.8361,30.0,300.0,0.0,1951,1383.125626056873,23.0,1.4531670808792114,0.0,1
0,33.8869,35.5131,440.0,4400.0,0.0,1952,1383.125626056873,81.0,8.92238998413086,0.0,1
0,38.9047,-77.0163,74.0,740.0,0.0,1952,908.9457597583532,19.0,8.371980667114258,0.0,1
0,39.905,116.391,2000.0,20000.0,0.0,1952,580.345856025815,55.0,8.374380111694336,0.0,1
0,33.9876533,51.4428856,1000.0,10000.0,0.0,1953,1383.125626056873,939.0,1.4527841806411743,0.0,1
0,22.3850051,71.745261,0.0,2000.0,0.0,1953,477.6262072846293,56.0,2.7302587032318115,0.0,1
0,-2.6296,31.31,100.0,75000.0,0.0,1953,1103.5051681101322,1464.0,3.818715810775757,0.0,1
0,50.59324,5.867828,4.0,40.0,0.0,1953,1383.125626056873,175.0,3.062802791595459,0.0,1
0,34.5328,69.1658,51.0,510.0,0.0,1953,951.7458071932195,1798.0,4.627367496490479,0.0,1
0,28.7,77.2,50.0,500.0,0.0,1953,474.6675053611398,221.0,2.134204149246216,0.0,1
0,64.779262,-18.673522,992.0,258240.0,0.0,1953,1130.979623645544,521.442173599423,6.62343715367394,0.0,1
0,23.8143419,77.5340719,42.0,10000.0,0.0,1953,1383.125626056873,466.0,0.9274099469184875,0.0,1
0,39.905,116.391,560.0,5600.0,0.0,1954,580.345856025815,55.0,8.374380111694336,0.0,1
0,37.5833,127.0,247.0,2470.0,0.0,1954,917.5058612599968,38.0,1.4929898977279663,0.0,1
0,33.6989,73.0369,75.0,750.0,0.0,1954,1301.5081146731973,546.0,3.818778514862061,0.0,1
0,39.93,32.85,99.0,990.0,0.0,1954,1383.125626056873,851.0,0.0,0.0,1
0,35.7,51.4167,122.0,1220.0,0.0,1954,413.1067330017686,1189.0,0.0,0.0,1
0,28.7,77.2,92.0,920.0,0.0,1954,474.6675053611398,221.0,2.134204149246216,0.0,1
0,28.7,77.2,53.0,530.0,0.0,1954,474.6675053611398,221.0,2.134204149246216,0.0,1
0,-15.7744,-48.0773,112.0,1120.0,0.0,1954,1383.125626056873,1240.0,2.138115882873535,0.0,1
0,44.8025284,20.452908,5.0,5000.0,0.0,1954,1383.125626056873,79.0,7.541007995605469,0.0,1
0,-34.5997,-58.3819,360.0,3600.0,0.0,1955,1039.476458914578,37.0,3.500889301300049,0.0,1
0,40.6889,-112.011,2000.0,20000.0,0.0,1955,646.1546421051025,1328.0,1.854334115982056,0.0,1
0,15.6333,32.6333,2000000.0,20000000.0,0.0,1955,74.4496937841177,387.0,0.9630299806594848,0.0,1
0,42.9017,140.759,17.0,13000.0,0.0,1955,1383.125626056873,179.0,0.0,0.0,1
0,39.905,116.391,187.0,1870.0,0.0,1955,580.345856025815,55.0,8.374380111694336,0.0,1
0,4.6126,-74.0705,184.0,1840.0,0.0,1955,1383.125626056873,2601.0,8.365785598754883,0.0,1
0,35.6897,139.692,41.0,410.0,0.0,1955,1383.125626056873,49.0,24.356508255004883,0.0,1
0,37.5833,127.0,62.0,620.0,0.0,1955,917.5058612599968,38.0,1.4929898977279663,0.0,1
0,28.7,77.2,500.0,5000.0,0.0,1956,474.6675053611398,221.0,2.134204149246216,0.0,1
0,-15.7744,-48.0773,100.0,1000.0,0.0,1956,1383.125626056873,1240.0,2.138115882873535,0.0,1
0,23.7161,90.3961,10000.0,100000.0,0.0,1956,1835.092293098569,17.0,2.2271645069122314,0.0,1
0,22.45668595,114.0207401434262,15.0,7000.0,0.0,1956,1383.125626056873,7.0,7.050323486328125,0.0,1
0,28.7,77.2,30.0,300.0,0.0,1956,474.6675053611398,221.0,2.134204149246216,0.0,1
0,28.7,77.2,47.0,470.0,0.0,1957,474.6675053611398,221.0,2.134204149246216,0.0,1
0,28.7,77.2,155.0,1550.0,0.0,1957,474.6675053611398,221.0,2.134204149246216,0.0,1
0,12.15,-86.2667,325.0,3250.0,0.0,1957,1383.125626056873,62.0,2.082606077194214,0.0,1
0,15.6333,32.6333,2000.0,20000.0,0.0,1957,74.4496937841177,387.0,0.9630299806594848,0.0,1
0,27.1303344,80.859666,57.0,570.0,0.0,1957,1171.5756766498089,126.0,2.0833961963653564,0.0,1
0,22.3736982,114.11772623048805,0.0,135.0,0.0,1957,1383.125626056873,15.0,8.770960807800293,0.0,1
0,37.5833,127.0,249.0,2490.0,0.0,1957,917.5058612599968,38.0,1.4929898977279663,0.0,1
0,28.7,77.2,1000.0,10000.0,0.0,1957,474.6675053611398,221.0,2.134204149246216,0.0,1
0,2.0408,45.3425,200.0,2000.0,0.0,1958,425.063575617969,20.0,3.3417911529541016,0.0,1
0,4.6126,-74.0705,135.0,1350.0,0.0,1958,1383.125626056873,2601.0,8.365785598754883,0.0,1
0,28.7,77.2,100.0,1000.0,0.0,1958,474.6675053611398,221.0,2.134204149246216,0.0,1
0,28.7,77.2,73.0,730.0,0.0,1958,474.6675053611398,221.0,2.134204149246216,0.0,1
0,18.5425,-72.3386,26.0,260.0,0.0,1959,284.1208800673485,29.0,0.9274099469184875,0.0,1
0,36.8008,10.18,40.0,400.0,0.0,1959,412.37582359462976,15.0,2.4938268661499023,0.0,1
0,28.4419,117.963,500.0,5000.0,0.0,1959,1883.4255915135143,79.0,10.0869140625,0.0,1
0,-6.1783,106.632,69.0,35010.0,0.0,1959,1771.20097912848,16.0,1.315276265144348,0.0,1
0,34.0253,-6.8361,100.0,1000.0,0.0,1959,1383.125626056873,23.0,1.4531670808792114,0.0,1
0,34.5328,69.1658,107.0,1070.0,0.0,1959,951.7458071932195,1798.0,4.627367496490479,0.0,1
0,23.7161,90.3961,30.0,300.0,0.0,1959,1835.092293098569,17.0,2.2271645069122314,0.0,1
0,28.7,77.2,200.0,2000.0,0.0,1960,474.6675053611398,221.0,2.134204149246216,0.0,1
0,-17.793383050000003,177.9782252066411,1.0,18000.0,0.0,1960,1383.125626056873,745.0,18.58766746520996,0.0,1
0,43.039163,-87.9030526,0.0,15000.0,0.0,1960,1383.125626056873,189.0,6.894781589508057,0.0,1
0,43.824477,-70.213724,0.0,13900.0,0.0,1960,1383.125626056873,37.0,1.5848150253295898,0.0,1
0,38.7568,-9.2748,145.0,752210.0,0.0,1960,670.5482332035899,160.0,4.014937400817871,0.0,1
0,25.75,89.25,0.0,1000000.0,0.0,1960,745.1479425653815,36.0,0.9274099469184875,0.0,1
0,-7.1219366,-36.7246845,0.0,5000.0,0.0,1960,356.7617563530803,566.0,2.085921287536621,0.0,1
0,31.4568448,74.40783572800441,0.0,74427.0,0.0,1960,1383.125626056873,220.0,0.0,0.0,1
0,38.9047,-77.0163,64.0,640.0,0.0,1961,908.9457597583532,19.0,8.371980667114258,0.0,1
0,35.6897,139.692,136.0,1360.0,0.0,1961,1383.125626056873,49.0,24.356508255004883,0.0,1
0,28.7,77.2,51.0,510.0,0.0,1961,474.6675053611398,221.0,2.134204149246216,0.0,1
0,21.0245,105.841,400.0,4000.0,0.0,1961,1383.125626056873,10.0,4.070889472961426,0.0,1
0,29.546177,-98.645045,0.0,50000.0,0.0,1962,1383.125626056873,284.0,3.8542888164520255,0.0,1
0,44.31621325,18.166693328592743,3.0,95000.0,120.0,1962,1383.125626056873,898.0,9.130749702453612,0.0,1
0,-25.3,-57.6333,6.0,25000.0,0.0,1962,1727.4273550137875,145.0,4.494117736816406,0.0,1
0,51.5383064,-1.7771372,323.0,344459.0,0.0,1962,1383.125626056873,107.0,0.9274099469184875,0.0,1
0,40.6889,-112.011,28.0,280.0,0.0,1962,646.1546421051025,1328.0,1.854334115982056,0.0,1
0,50.9,-1.4,6.0,240000.0,0.0,1962,737.6512102782726,5.0,2.93868088722229,0.0,1
0,41.8931,12.4828,13.0,1500.0,0.0,1962,1383.125626056873,43.0,2.490381956100464,0.0,1
0,50.9,-1.4,114.0,3000000.0,0.0,1962,737.6512102782726,5.0,2.93868088722229,0.0,1
0,41.89,-71.3934,0.0,6000.0,0.0,1962,1310.0280882790685,29.0,6.79074239730835,0.0,1
0,50.9,-1.4,0.0,47813.0,0.0,1963,737.6512102782726,5.0,2.93868088722229,0.0,1
0,36.712933,37.552979,40.0,500.0,0.0,1963,1383.125626056873,592.0,5.067250728607178,0.0,1
0,34.0253,-6.8361,75.0,750.0,0.0,1963,1383.125626056873,23.0,1.4531670808792114,0.0,1
0,-22.9083,-43.1964,373.0,53581.0,0.0,1963,1715.5181197449565,6.0,3.0179266929626465,0.0,1
0,5.3356587,100.2389496,0.0,7390.0,0.0,1963,1383.125626056873,170.0,13.92165184020996,0.0,1
0,-16.4942,-68.1475,0.0,5500.0,0.0,1963,2128.295565955341,3748.0,3.972421407699585,0.0,1
0,-26.1347819,25.6546729,62.0,120000.0,0.0,1963,550.9023359045386,1393.0,1.3880971670150757,0.0,1
0,24.9,91.8667,39.0,500000.0,0.0,1963,5454.259702004492,21.0,8.992009162902832,0.0,1
0,-17.1853659,-64.3518376,14.0,600.0,0.0,1963,1383.125626056873,235.0,2.0927443504333496,0.0,1
0,47.9184676,106.9177016,57.0,270000.0,0.0,1963,307.33497254550457,1299.0,2.7657129764556885,0.0,1
0,37.5833,127.0,95.0,197619.0,0.0,1964,917.5058612599968,38.0,1.4929898977279663,0.0,1
0,17.9667,102.6,300.0,72000.0,0.0,1964,1761.725033633411,173.0,1.345463514328003,0.0,1
0,26.0476,-80.375,23.0,352347.0,0.0,1964,1555.8437295258043,4.0,1.387526512145996,0.0,1
0,42.1494,-79.9946,42.0,70.0,0.0,1964,1383.125626056873,218.0,3.9091296195983887,0.0,1
0,11.12561,105.30246,31.0,195902.0,0.0,1964,1383.125626056873,8.0,0.9451696872711182,0.0,1
0,36.1402925,1.4297038,57.0,35912.0,0.0,1964,1383.125626056873,254.0,3.563516139984131,0.0,1
0,45.5389,10.2203,70.0,1300000.0,0.0,1964,1383.125626056873,157.0,5.361618995666504,0.0,1
0,9.113406,-79.3326397,20.0,2600.0,0.0,1964,1383.125626056873,38.0,1.3198484182357788,0.0,1
0,-15.7744,-48.0773,40.0,400.0,0.0,1964,1383.125626056873,1240.0,2.138115882873535,0.0,1
0,5.4021302,102.0635972,50.0,140000.0,0.0,1964,2858.909506350756,56.0,3.350626468658448,0.0,1
0,58.308843,12.397789,25.0,50300.0,0.0,1964,1383.125626056873,69.0,5.108130931854248,0.0,1
0,41.89,-71.3934,8.0,38063.0,0.0,1964,1310.0280882790685,29.0,6.79074239730835,0.0,1
0,-6.2146,106.845,0.0,142000.0,0.0,1964,2403.623966500163,13.0,2.629258155822754,0.0,1
0,8.4548419,-80.4372912,785.0,22093.0,0.0,1964,1383.125626056873,26.0,4.149748802185059,0.0,1
0,-2.1347,-79.5872,0.0,20500.0,0.0,1964,1383.125626056873,10.0,2.9322545528411865,0.0,1
0,49.095079,-93.181786,0.0,1200.0,0.0,1964,1383.125626056873,394.0,7.564929962158203,0.0,1
0,-21.0244816,27.5147504,0.0,87000.0,0.0,1964,1383.125626056873,1040.0,1.986483812332153,0.0,1
0,36.2,37.15,0.0,40000.0,0.0,1964,308.2744786515832,374.0,2.181145191192627,0.0,1
0,-3.705,128.17,0.0,7000.0,0.0,1965,1383.125626056873,7.0,2.6242525577545166,0.0,1
0,41.89,-71.3934,347.0,3470.0,0.0,1965,1310.0280882790685,29.0,6.79074239730835,0.0,1
0,24.8860917,67.1152746,32.0,150000.0,0.0,1965,1383.125626056873,15.0,3.704791784286499,0.0,1
0,8.06027865,-66.51228500971891,0.0,23000.0,0.0,1965,1383.125626056873,45.0,2.089576244354248,0.0,1
0,37.9161,139.036,142.0,151.0,0.0,1965,1686.5736795589328,2.0,5.447676181793213,0.0,1
0,15.6333,32.6333,300.0,1000000.0,0.0,1965,74.4496937841177,387.0,0.9630299806594848,0.0,1
0,-30.0328,-51.23,0.0,15000.0,0.0,1965,1383.125626056873,43.0,2.1411283016204834,0.0,1
0,40.9540993,-5.7063986,56.0,212000.0,0.0,1965,1383.125626056873,798.0,3.074976682662964,0.0,1
0,44.8951448,11.072824,24.0,47000.0,0.0,1965,1383.125626056873,15.0,2.616725444793701,0.0,1
0,32.2501567,-107.12115245,0.0,8345.0,0.0,1965,1383.125626056873,1325.0,4.301733016967773,0.0,1
0,50.9,-1.4,35.0,65450.0,0.0,1965,737.6512102782726,5.0,2.93868088722229,0.0,1
0,7.68977865,125.23653125001968,29.0,290.0,0.0,1965,2878.082581795752,875.0,11.91870403289795,0.0,1
0,36.3602951,43.139219,0.0,150000.0,0.0,1966,1383.125626056873,217.0,2.1823887825012207,0.0,1
0,5.6572136,44.3496766,1.0,16000.0,0.0,1966,1383.125626056873,540.0,2.93186092376709,0.0,1
0,38.7568,-9.2748,0.0,1000000.0,0.0,1966,670.5482332035899,160.0,4.014937400817871,0.0,1
0,41.89,-71.3934,0.0,25000.0,0.0,1966,1310.0280882790685,29.0,6.79074239730835,0.0,1
0,51.5383064,-1.7771372,221.0,15889616.0,0.0,1966,1383.125626056873,107.0,0.9274099469184875,0.0,1
0,27.00821815,75.75000961075662,4892.0,7500000.0,0.0,1966,1383.125626056873,508.0,9.419926643371582,0.0,1
0,-33.9581,25.6,0.0,0.0,0.0,1966,1383.125626056873,94.0,3.3507986068725586,0.0,1
0,-33.0153,27.9116,276.0,1000.0,0.0,1966,865.2348928153515,48.0,3.3145906925201416,0.0,1
0,-33.2417543,151.4647785,30.0,300.0,0.0,1966,1383.125626056873,32.0,4.328820705413818,0.0,1
0,37.8226,-122.23,72.0,3000.0,0.0,1966,1383.125626056873,103.0,8.611929893493652,0.0,1
0,28.7,77.2,1000.0,10000.0,0.0,1966,474.6675053611398,221.0,2.134204149246216,0.0,1
0,28.7,77.2,560.0,5600.0,0.0,1966,474.6675053611398,221.0,2.134204149246216,0.0,1
0,39.9843,-76.8315,147.0,1470.0,0.0,1966,1383.125626056873,156.0,2.590773105621338,0.0,1
0,34.169262950000004,-116.787448181486,115.0,1150.0,0.0,1966,1383.125626056873,2210.0,20.46269416809082,0.0,1
0,23.76822,112.80027,0.0,0.0,0.0,1966,2674.84784219414,297.0,28.87761116027832,0.0,1
0,5.8667,-55.1667,0.0,4600.0,0.0,1966,1956.693485379219,2.0,2.944291353225708,0.0,1
0,41.260596,-75.807859,0.0,0.0,0.0,1966,1383.125626056873,274.0,6.214016914367676,0.0,1
0,-33.0153,27.9116,408.0,227673.0,0.0,1967,865.2348928153515,48.0,3.3145906925201416,0.0,1
0,52.0882992,-2.157944832014875,540.0,271269.0,60.0,1967,1383.125626056873,17.0,1.5091170072555542,0.0,1
0,36.7729333,3.0588445,76.0,200237.0,60.0,1967,1383.125626056873,26.0,5.665591716766357,0.0,1
0,54.837222,-133.005,0.0,70000.0,0.0,1967,1383.125626056873,143.0,32.04300308227539,0.0,1
0,-33.0153,27.9116,62.0,1000000.0,0.0,1967,865.2348928153515,48.0,3.3145906925201416,0.0,1
0,38.49143855,106.27601964224876,11.0,266444.0,0.0,1967,1383.125626056873,1113.0,0.9274099469184875,0.0,1
0,38.7403075,-9.1667056,3.0,136050.0,0.0,1967,1383.125626056873,64.0,2.55098295211792,0.0,1
0,-32.8833,-68.8333,36.0,360.0,0.0,1967,1383.125626056873,745.0,1.4419288635253906,0.0,1
0,-4.215,-69.9411,0.0,4000.0,0.0,1967,1383.125626056873,82.0,1.3132201433181765,0.0,1
0,8.9775829,-79.5077806,48.0,4000.0,0.0,1967,2556.0591723769903,0.0,0.0,30.0,1
0,-2.0,-80.0,20.0,140500.0,0.0,1967,2194.3025533109903,5.0,2.7802884578704834,0.0,1
0,-23.5033149,-46.6752722,23.0,10040.0,0.0,1967,1383.125626056873,731.0,5.547544956207275,0.0,1
0,47.4407848,21.4752281,300.0,3000.0,60.0,1967,1383.125626056873,93.0,1.3710538148880005,0.0,1
0,46.99268995,22.192752017048164,215.0,238755.0,60.0,1967,591.6873589158058,301.0,4.821285247802734,0.0,1
0,-21.0244816,27.5147504,627.0,10351000.0,0.0,1967,1383.125626056873,1040.0,1.986483812332153,0.0,1
0,-8.0539,-34.8808,172.0,104371.0,0.0,1967,1636.1445542424915,7.0,1.8727930784225464,0.0,1
0,9.704923,1.668852,0.0,0.0,0.0,1967,1383.125626056873,434.0,2.968677520751953,0.0,1
0,19.6438823,96.4630959854734,90.0,900.0,0.0,1967,1383.125626056873,673.0,10.85500144958496,0.0,1
0,37.5833,127.0,28.0,7000.0,0.0,1967,917.5058612599968,38.0,1.4929898977279663,0.0,1
0,19.4333,-99.1333,35.0,350.0,0.0,1967,1383.125626056873,2233.0,5.632969856262207,0.0,1
0,32.128771,-96.091514,3.0,210.0,0.0,1967,1383.125626056873,93.0,2.377345085144043,0.0,1
0,15.6333,32.6333,237.0,204000.0,0.0,1968,74.4496937841177,387.0,0.9630299806594848,0.0,1
0,30.6167,-111.05,307.0,5105000.0,0.0,1968,292.4559023231268,754.0,5.680324554443359,0.0,1
0,0.426481,-78.306694,0.0,10100.0,0.0,1968,1383.125626056873,3428.0,31.7388973236084,0.0,1
0,16.874682,121.5594345,1.0,5200.0,0.0,1968,1383.125626056873,91.0,3.04913330078125,0.0,1
0,-21.78,-46.57,100.0,1000.0,0.0,1968,1383.125626056873,1270.0,18.789905548095703,0.0,1
0,5.981126,116.0746556,61.0,243000.0,0.0,1968,1383.125626056873,7.0,1.3150339126586914,0.0,1
0,9.0568891,-83.3261436,0.0,40345.0,0.0,1968,1383.125626056873,694.0,10.284095764160156,0.0,1
0,22.3812583,114.2081762,0.0,529.0,0.0,1968,1383.125626056873,17.0,10.044751167297363,0.0,1
0,22.3850051,71.745261,400.0,4000.0,0.0,1968,477.6262072846293,56.0,2.7302587032318115,0.0,1
0,-6.2146,106.845,82.0,820.0,0.0,1968,2403.623966500163,13.0,2.629258155822754,0.0,1
0,-25.3,-57.6333,0.0,27000.0,0.0,1968,1727.4273550137875,145.0,4.494117736816406,0.0,1
0,-25.9153,32.5764,500.0,500000.0,0.0,1968,746.0464769974351,39.0,5.062155246734619,0.0,1
0,-12.05,-77.0333,250.0,330000.0,0.0,1968,1383.125626056873,158.0,1.3262920379638672,0.0,1
0,42.7089493,-78.5780796,27.0,270.0,0.0,1968,1383.125626056873,286.0,0.9274099469184875,0.0,1
0,-22.9083,-43.1964,130.0,1300.0,0.0,1968,1715.5181197449565,6.0,3.0179266929626465,0.0,1
0,30.6167,-111.05,0.0,0.0,0.0,1968,292.4559023231268,754.0,5.680324554443359,0.0,1
0,-12.9708,-38.5108,109.0,13000.0,0.0,1968,1383.125626056873,7.0,6.632645130157471,0.0,1
0,-1.8768223,-73.1101014,0.0,2400.0,0.0,1968,1383.125626056873,120.0,0.0,94.8683298050514,1
0,-38.1532287,178.1367523749267,0.0,21000.0,0.0,1968,1383.125626056873,413.0,8.199836730957031,0.0,1
0,17.9667,102.6,14.0,115000.0,0.0,1968,1761.725033633411,173.0,1.345463514328003,0.0,1
0,27.1303344,80.859666,300.0,35000.0,0.0,1968,1171.5756766498089,126.0,2.0833961963653564,0.0,1
0,4.6126,-74.0705,51.0,510.0,0.0,1968,1383.125626056873,2601.0,8.365785598754883,0.0,1
0,40.6889,-112.011,150.0,250000.0,0.0,1969,646.1546421051025,1328.0,1.854334115982056,0.0,1
0,19.4333,-99.1333,37.0,100070.0,0.0,1969,1383.125626056873,2233.0,5.632969856262207,0.0,1
0,18.2,-73.75,78.0,40000.0,0.0,1969,1383.125626056873,10.0,1.854334115982056,0.0,1
0,44.0716,-103.22,237.0,3000.0,0.0,1969,1383.125626056873,1028.0,14.202427864074709,0.0,1
0,24.9,91.8667,50.0,500.0,0.0,1969,5454.259702004492,21.0,8.992009162902832,0.0,1
0,41.89,-71.3934,653.0,2770647.0,0.0,1969,1310.0280882790685,29.0,6.79074239730835,0.0,1
0,15.6333,32.6333,672.0,1126785.0,0.0,1969,74.4496937841177,387.0,0.9630299806594848,0.0,1
0,37.5833,127.0,75.0,1554.0,0.0,1969,917.5058612599968,38.0,1.4929898977279663,0.0,1
0,51.53263965,-2.570757609968356,5.0,1000.0,0.0,1969,1383.125626056873,64.0,2.9792776107788086,0.0,1
0,20.6767,-103.348,30.0,27.0,0.0,1969,1383.125626056873,1553.0,2.7131171226501465,0.0,1
0,30.9293211,75.5004841,474.0,4800000.0,0.0,1969,1098.5689023509622,231.0,2.351672887802124,0.0,1
0,20.6667,-101.35,100.0,150000.0,0.0,1969,1383.125626056873,1718.0,2.102290391921997,0.0,1
0,4.3732,18.5628,0.0,13000.0,0.0,1969,1247.8699861094356,356.0,1.3133565187454224,0.0,1
0,4.6126,-74.0705,9.0,5172.0,0.0,1969,1383.125626056873,2601.0,8.365785598754883,0.0,1
0,8.090919,-80.968683,7.0,4000.0,0.0,1969,1383.125626056873,101.0,4.657066822052002,0.0,1
